id_parcours,Date_Reservation,Client_Prenom,Client_Nom,Age_client,Cat_CSP,Transport_ID,Ville_départ,Ville_dépose,Distance_(km),Date_Prise_véhicule,Date_Restitution_véhicule,Conducteur,Catégorie_véhicule,Modèle_véhicule,Immatriculation,Sinistre,Type_sinistre,Assurance
1157,2017-04-22,Daniel,Pham,96,Cadre,20,Lyon,Clermont,127,2015-11-04,1993-08-02,Jamie Zhang,Citadine,Hyundai,XX10YY,0,RESPONSABLE,GROUPAMA
4578,2006-06-07,Benjamin,Castro,38,Non Cadre,75,Lyon,Nice,33,2015-04-07,2009-07-17,Marcus Garcia,Electrique,Kia,XX46YY,0,RESPONSABLE,GROUPAMA
87,2007-11-08,Stephanie,Lyons,5,Non Cadre,78,Paris,Nice,427,2013-10-23,2018-04-28,Megan Robinson,Electrique,Audi,XX47YY,1,RESPONSABLE,GENERALI
2688,1996-12-01,Jason,Johnson,16,Non Cadre,73,Paris,LeMans,542,1998-10-25,1996-02-18,Bethany Burke,Berline,Hyundai,XX70YY,1,NON RESPONSABLE,GROUPAMA
2923,2012-01-17,Calvin,Obrien,72,Cadre,2,Strasbourg,Bordeaux,43,2016-04-08,1998-06-19,Holly Hill,Citadine,Dacia,XX94YY,0,RESPONSABLE,AXA
3050,2015-04-13,Brittany,Fleming,72,Non Cadre,23,Lille,LeMans,40,2014-01-26,2014-11-22,Bethany Martinez,Citadine,Hyundai,XX2YY,1,RESPONSABLE,GROUPAMA
4587,2007-03-01,Barbara,Jackson,49,Non Cadre,63,Lyon,LeHavre,829,2000-08-16,1999-08-27,Kimberly Ruiz,Electrique,Audi,XX73YY,0,RESPONSABLE,GROUPAMA
1716,1993-06-27,Christopher,Harding,98,Cadre,87,Lille,Bordeaux,94,2019-05-27,2021-04-03,Sandra Simpson,Citadine,Hyundai,XX91YY,0,NON RESPONSABLE,GROUPAMA
2017,1999-05-06,Sarah,Thomas,4,Non Cadre,23,Amiens,LeMans,88,2000-06-26,2000-02-08,Robert Patterson,Citadine,Dacia,XX51YY,0,RESPONSABLE,ALLIANZ
3978,1999-07-18,Shawn,Valdez,67,Cadre,96,Nantes,LeHavre,390,2013-02-02,2019-10-08,Jeremy Reed,Berline,Kia,XX9YY,1,RESPONSABLE,ALLIANZ
304,2018-05-02,Alexander,Carter,64,Non Cadre,80,Strasbourg,LeMans,985,2019-04-08,2001-03-05,Nicholas Flores,Citadine,Fiat,XX39YY,1,RESPONSABLE,ALLIANZ
1398,2000-09-30,Angela,Garrett,44,Non Cadre,78,Nantes,Clermont,328,2011-02-21,2021-02-04,Valerie Thomas,Electrique,Honda,XX28YY,1,RESPONSABLE,ALLIANZ
4708,2014-05-25,Edward,Fitzgerald,78,Cadre,18,Lyon,Bordeaux,624,2006-05-12,2010-03-15,Jeffrey Hoffman,Citadine,Fiat,XX86YY,1,NON RESPONSABLE,ALLIANZ
4176,1997-02-20,Mary,Bowman,43,Non Cadre,64,Strasbourg,Marseille,298,2002-03-11,1994-09-09,Derek Elliott,Citadine,Fiat,XX17YY,1,NON RESPONSABLE,GENERALI
55,2008-01-20,Lindsey,Cummings,2,Non Cadre,80,Nantes,Nice,733,2015-04-09,2009-11-13,Heather Conrad,Berline,Audi,XX53YY,1,RESPONSABLE,ALLIANZ
314,2016-07-03,Tracey,Jones,26,Cadre,47,Lyon,Marseille,892,2015-03-30,2006-06-09,Richard Gonzalez,Citadine,Dacia,XX18YY,1,NON RESPONSABLE,GROUPAMA
2512,1998-09-27,Karen,Wong,27,Cadre,89,Lyon,Clermont,579,2018-08-21,2002-01-18,Janet Cortez,Berline,Hyundai,XX39YY,1,RESPONSABLE,AXA
3661,2016-10-24,Randy,Swanson MD,89,Cadre,13,Lille,LeHavre,334,1993-03-05,1992-09-06,Angela Campbell,Electrique,Tesla,XX76YY,0,NON RESPONSABLE,ALLIANZ
1305,2004-07-24,Gabriela,Torres,85,Cadre,44,Paris,Bordeaux,73,2013-08-24,2018-08-22,Gabrielle Proctor,Electrique,Tesla,XX58YY,0,RESPONSABLE,ALLIANZ
319,2014-03-13,Rhonda,Winters,44,Cadre,14,Lyon,Nice,837,2019-12-06,1999-10-10,Eric Davidson,Electrique,Dacia,XX3YY,1,RESPONSABLE,AXA
1764,2019-05-02,Brendan,Schroeder,29,Cadre,35,Paris,Marseille,307,2019-12-14,2015-12-15,Raymond Brown,Citadine,Dacia,XX4YY,0,RESPONSABLE,GROUPAMA
2684,2018-09-21,Benjamin,Lutz,17,Non Cadre,14,Amiens,Clermont,954,2000-06-25,2021-04-19,Melissa Olson,Berline,Audi,XX54YY,1,NON RESPONSABLE,GENERALI
4920,2010-01-31,Jill,Erickson,58,Cadre,76,Lille,Bordeaux,147,1992-03-01,2009-12-18,Jesus Carroll,Berline,Fiat,XX7YY,1,NON RESPONSABLE,ALLIANZ
3983,2014-07-29,Terry,Robinson,55,Non Cadre,14,Lyon,LeMans,594,1996-02-25,2019-11-02,Darius Moody,Berline,Honda,XX1YY,0,NON RESPONSABLE,ALLIANZ
587,2002-03-13,Patrick,Medina,50,Non Cadre,34,Paris,Clermont,983,2019-06-09,2005-08-12,Karen Adkins,Electrique,Honda,XX6YY,0,NON RESPONSABLE,AXA
4992,1996-04-22,Brandi,Mcdonald,59,Cadre,32,Nantes,LeHavre,181,2001-03-30,2021-07-11,Robert Lewis,Citadine,Honda,XX86YY,1,RESPONSABLE,AXA
855,2014-05-18,Alice,Chen,22,Cadre,8,Strasbourg,Nice,669,2017-10-29,2017-10-03,Joseph Peterson,Berline,Tesla,XX85YY,0,RESPONSABLE,AXA
4473,1999-12-12,Victoria,Parks,98,Cadre,40,Strasbourg,Bordeaux,906,2005-09-06,2008-02-25,Daniel Walker,Electrique,Kia,XX23YY,1,NON RESPONSABLE,ALLIANZ
3182,2009-07-30,Donna,Williams,37,Non Cadre,34,Nantes,Bordeaux,345,2006-01-28,2012-10-01,David Casey,Electrique,Fiat,XX40YY,1,NON RESPONSABLE,GENERALI
3686,2016-11-13,Bryan,Porter,28,Cadre,62,Lille,Clermont,943,2011-03-23,2013-02-05,Matthew Chung,Electrique,Kia,XX66YY,1,NON RESPONSABLE,GENERALI
2401,1997-07-30,Theresa,Ramirez,54,Non Cadre,54,Lille,LeMans,547,2018-06-26,2004-09-17,Zachary Wilson,Berline,Audi,XX30YY,0,RESPONSABLE,GROUPAMA
4652,2016-03-11,Jerry,Chavez,48,Cadre,59,Nantes,Bordeaux,369,1998-03-14,2000-01-08,Robert Griffith,Citadine,Dacia,XX95YY,1,NON RESPONSABLE,GENERALI
2165,2012-11-13,Amber,Jacobs,79,Non Cadre,68,Strasbourg,Nice,559,2006-05-13,2017-02-02,Laura Hernandez,Electrique,Dacia,XX12YY,0,NON RESPONSABLE,ALLIANZ
2100,2000-07-16,Johnathan,Lindsey,23,Cadre,36,Nantes,LeHavre,759,2009-02-21,1998-10-05,Patricia Berg,Berline,Honda,XX99YY,1,NON RESPONSABLE,GROUPAMA
1704,2012-07-18,Patrick,Moreno,39,Non Cadre,61,Nantes,LeMans,164,1995-02-10,1995-03-30,Kyle Bennett,Citadine,Audi,XX19YY,0,RESPONSABLE,GENERALI
2904,2020-10-04,Tanya,Green,14,Non Cadre,55,Paris,Marseille,725,2016-08-24,2001-09-03,Lisa Ward,Electrique,Hyundai,XX58YY,0,NON RESPONSABLE,GROUPAMA
1262,2006-10-12,Eric,Warner,38,Cadre,18,Paris,Bordeaux,406,2003-03-25,1992-02-26,Amy Houston,Citadine,Audi,XX58YY,1,NON RESPONSABLE,ALLIANZ
3373,2021-07-25,Kevin,Marquez,5,Non Cadre,25,Amiens,Marseille,404,2001-06-16,2001-02-26,Brendan Long,Berline,Hyundai,XX12YY,0,NON RESPONSABLE,GROUPAMA
3981,2013-03-23,Laura,Smith,5,Cadre,70,Nantes,Bordeaux,491,1999-08-26,2014-02-24,Joy Dunn,Citadine,Tesla,XX21YY,1,RESPONSABLE,ALLIANZ
143,1993-07-18,Jonathan,Ball,17,Non Cadre,90,Lyon,Bordeaux,138,1992-06-28,1992-03-07,Robert Byrd,Electrique,Hyundai,XX96YY,1,RESPONSABLE,ALLIANZ
1043,1998-03-18,Douglas,Pearson MD,15,Cadre,17,Strasbourg,Marseille,715,1998-01-16,2006-02-01,William Gonzalez,Berline,Audi,XX94YY,0,RESPONSABLE,AXA
2994,2013-04-11,Angela,Hernandez,25,Non Cadre,61,Amiens,LeHavre,454,2005-03-08,2007-07-24,Patricia Johnson,Electrique,Kia,XX83YY,1,RESPONSABLE,GROUPAMA
3206,2010-10-28,Zachary,Lane,5,Cadre,15,Lille,Bordeaux,683,1996-08-09,2018-11-21,Rachel Porter,Electrique,Fiat,XX38YY,0,RESPONSABLE,GROUPAMA
2343,1999-12-08,Edgar,Barr,79,Cadre,11,Strasbourg,Nice,555,1995-03-01,1999-04-02,John Haynes,Electrique,Fiat,XX92YY,0,RESPONSABLE,ALLIANZ
732,2008-05-23,Michael,Cortez,3,Non Cadre,40,Lille,Clermont,912,2021-03-02,1993-07-21,James Brown,Electrique,Honda,XX56YY,1,NON RESPONSABLE,ALLIANZ
3959,2020-01-06,Rachel,Williams,59,Non Cadre,89,Amiens,LeMans,441,2021-06-22,1991-10-06,Susan Baker,Electrique,Mazda,XX15YY,0,RESPONSABLE,GENERALI
655,1998-09-08,Veronica,Miller,6,Non Cadre,46,Lille,Bordeaux,913,2005-05-19,2013-08-03,Daniel Benjamin,Electrique,Fiat,XX27YY,0,NON RESPONSABLE,AXA
18,1994-11-24,Mr.,Richard Garrison MD,74,Non Cadre,23,Amiens,Marseille,505,2003-11-06,1993-10-31,Sarah Jones,Citadine,Honda,XX39YY,0,NON RESPONSABLE,ALLIANZ
2350,1996-11-19,Cody,Mitchell,63,Non Cadre,57,Paris,LeHavre,348,1994-08-03,1991-11-23,Joseph Anderson,Berline,Hyundai,XX30YY,0,RESPONSABLE,ALLIANZ
477,2008-03-15,Krista,Shaw,55,Cadre,64,Lyon,Clermont,501,2012-02-13,2001-09-30,Melanie Gregory,Berline,Fiat,XX52YY,1,RESPONSABLE,GROUPAMA
267,2015-08-08,Michael,Hudson,79,Cadre,52,Amiens,LeHavre,676,2018-10-12,2012-08-02,Derek Bass,Electrique,Kia,XX61YY,0,NON RESPONSABLE,AXA
981,1993-10-25,James,Perkins,49,Cadre,7,Nantes,LeHavre,248,2019-01-04,1993-06-30,Jeanne Kim,Berline,Mazda,XX29YY,1,NON RESPONSABLE,GROUPAMA
523,1994-08-09,Casey,Keller,26,Non Cadre,75,Nantes,Nice,23,1997-09-15,2000-01-26,Heather Rowe,Electrique,Mazda,XX14YY,1,RESPONSABLE,GROUPAMA
4771,2006-08-22,Jose,Williams,26,Non Cadre,77,Paris,Nice,65,2002-08-07,2009-09-13,Emma Oliver,Berline,Mazda,XX20YY,1,NON RESPONSABLE,AXA
3219,1995-10-13,Brian,Parker,18,Non Cadre,66,Lille,Marseille,90,2007-12-15,2012-01-07,David Wells,Berline,Audi,XX78YY,0,RESPONSABLE,ALLIANZ
1734,1993-03-12,Aaron,Reyes,29,Cadre,22,Lille,Clermont,583,1992-01-11,2013-06-23,John Torres,Citadine,Honda,XX46YY,0,NON RESPONSABLE,GROUPAMA
148,2019-09-01,Lauren,Smith,65,Cadre,15,Amiens,Clermont,926,2016-09-17,2005-08-29,Kristen Walter,Citadine,Mazda,XX98YY,0,RESPONSABLE,GROUPAMA
1491,2019-04-28,Caroline,Smith,31,Non Cadre,28,Strasbourg,Bordeaux,666,1996-01-20,1993-11-28,Dana Mcconnell,Berline,Tesla,XX98YY,1,NON RESPONSABLE,AXA
2504,1999-10-10,Brian,Stephenson,62,Cadre,26,Strasbourg,Nice,546,2016-04-19,2013-01-30,Keith Aguilar,Citadine,Audi,XX29YY,1,NON RESPONSABLE,GROUPAMA
2292,1997-01-17,Samantha,Mcfarland,37,Cadre,4,Strasbourg,Clermont,210,2002-06-30,2015-10-26,Kimberly Perez,Citadine,Kia,XX99YY,1,NON RESPONSABLE,AXA
4671,2009-09-29,Paul,Lee,65,Non Cadre,24,Lyon,LeHavre,113,2008-01-06,2002-11-30,Mikayla Morrow,Electrique,Kia,XX34YY,0,RESPONSABLE,AXA
2197,2000-04-15,Julie,Young,69,Cadre,26,Nantes,LeHavre,28,2000-03-31,2003-03-15,Spencer Freeman,Electrique,Audi,XX59YY,1,RESPONSABLE,ALLIANZ
2535,1999-08-02,John,Jones,71,Non Cadre,70,Lille,Clermont,972,1994-10-12,2015-12-19,Kimberly Wood,Berline,Tesla,XX96YY,1,RESPONSABLE,AXA
3896,2003-03-20,Crystal,Carter,54,Non Cadre,72,Strasbourg,LeHavre,496,2014-11-08,1993-06-16,Emily Yang,Citadine,Hyundai,XX48YY,0,RESPONSABLE,GROUPAMA
918,1999-07-16,Donna,Coleman,29,Cadre,92,Paris,Nice,358,2008-11-14,2008-05-07,Michelle Lewis,Electrique,Mazda,XX58YY,1,RESPONSABLE,AXA
390,2014-05-16,Brandi,Mccoy,15,Cadre,39,Lille,Nice,823,2016-11-10,2000-10-07,Roger Carter,Electrique,Audi,XX43YY,1,RESPONSABLE,GENERALI
1643,1997-08-16,Mindy,Trujillo,84,Cadre,45,Paris,LeHavre,412,2015-04-08,2003-09-16,David Mueller,Citadine,Tesla,XX99YY,0,RESPONSABLE,AXA
1176,2004-04-11,William,Garrett,31,Non Cadre,33,Nantes,Clermont,598,2017-05-17,2005-04-08,Derek Harvey,Citadine,Honda,XX34YY,1,NON RESPONSABLE,GROUPAMA
1446,2005-01-05,Tammy,Savage,61,Non Cadre,95,Strasbourg,LeHavre,125,2010-04-03,2017-01-06,Steve Mercado,Berline,Honda,XX69YY,1,NON RESPONSABLE,GROUPAMA
3034,1992-08-24,Sean,Warren,32,Non Cadre,74,Lille,LeMans,464,2010-04-24,2016-05-04,Amy Figueroa,Berline,Mazda,XX30YY,0,RESPONSABLE,AXA
266,2019-08-29,Lindsay,Lyons,33,Cadre,39,Amiens,Clermont,488,2008-06-29,2009-09-12,Deborah Shah,Citadine,Hyundai,XX35YY,0,RESPONSABLE,AXA
2427,2010-07-08,Dr.,Kelsey Hays,13,Cadre,74,Paris,Bordeaux,394,1994-11-04,1995-04-02,Taylor Martin,Electrique,Fiat,XX62YY,1,RESPONSABLE,GROUPAMA
1186,2007-06-27,Crystal,Mcclain,96,Non Cadre,20,Nantes,Bordeaux,647,2007-05-13,1997-05-16,Bryan Fuller,Citadine,Mazda,XX5YY,0,NON RESPONSABLE,GROUPAMA
182,2009-09-21,Andrea,White,71,Cadre,16,Strasbourg,Clermont,63,2020-01-06,2012-04-20,Dennis Leonard,Berline,Audi,XX11YY,0,RESPONSABLE,GENERALI
2699,2017-03-27,Natasha,Spencer,50,Cadre,45,Lyon,Marseille,550,2014-10-01,2008-10-23,Andrew Mcguire,Citadine,Audi,XX18YY,0,RESPONSABLE,GENERALI
1072,2009-08-12,Michael,Simpson,37,Non Cadre,27,Paris,Bordeaux,277,1993-03-01,2005-11-18,Andrew Melendez,Berline,Kia,XX69YY,1,RESPONSABLE,AXA
4991,2011-05-27,Kim,White,8,Cadre,28,Lille,Nice,807,2019-06-02,1999-09-15,Kelsey Davis,Electrique,Tesla,XX53YY,0,NON RESPONSABLE,GENERALI
2984,2014-07-23,William,Lopez,86,Non Cadre,8,Strasbourg,Bordeaux,900,1992-07-26,2006-05-23,Linda Miller,Citadine,Mazda,XX32YY,1,NON RESPONSABLE,GROUPAMA
435,1998-01-11,Tiffany,Skinner,48,Cadre,38,Paris,LeMans,961,2014-03-16,2008-09-09,Rhonda Cruz,Electrique,Mazda,XX69YY,0,RESPONSABLE,AXA
3264,2008-09-20,Briana,Mullen,87,Cadre,73,Strasbourg,Bordeaux,697,2011-10-08,2012-06-23,Patricia Allen,Berline,Fiat,XX14YY,1,NON RESPONSABLE,GENERALI
2924,2009-02-07,Donna,Klein,28,Cadre,10,Lille,Marseille,46,2004-09-25,1997-12-16,Jon Proctor,Berline,Fiat,XX13YY,0,NON RESPONSABLE,GENERALI
2399,2014-12-04,Dawn,Bryant,91,Non Cadre,45,Lyon,Clermont,905,2021-05-30,2004-01-16,Lori Ibarra,Berline,Fiat,XX2YY,0,NON RESPONSABLE,AXA
3644,2017-06-16,Kelly,Smith,45,Non Cadre,98,Paris,Nice,600,2005-06-01,1995-07-16,Krista Bryant,Berline,Honda,XX67YY,0,NON RESPONSABLE,AXA
38,2014-06-07,Bridget,Mccoy,62,Cadre,39,Strasbourg,Nice,264,1996-03-14,2010-09-05,Tyler Davis,Berline,Fiat,XX30YY,0,NON RESPONSABLE,GROUPAMA
3849,2012-10-18,Luis,Odom,33,Non Cadre,75,Amiens,Nice,398,2008-03-18,2011-01-22,Jennifer Meadows,Electrique,Dacia,XX91YY,1,RESPONSABLE,GROUPAMA
4562,1995-02-07,Barry,Douglas,51,Cadre,12,Lyon,Marseille,174,2008-03-11,2019-02-10,Joel Hernandez,Berline,Mazda,XX45YY,1,NON RESPONSABLE,GROUPAMA
305,1993-02-05,Brian,Hopkins,34,Non Cadre,92,Paris,Clermont,706,2004-09-04,1997-12-17,Brenda Gonzales,Electrique,Honda,XX14YY,1,RESPONSABLE,GENERALI
2621,2017-12-05,Yvonne,Lawson,77,Cadre,95,Paris,LeMans,139,2018-05-22,1998-04-02,Angela Winters,Citadine,Dacia,XX33YY,0,NON RESPONSABLE,GENERALI
4887,2004-08-08,Matthew,Rivera,67,Non Cadre,55,Paris,Clermont,276,2016-12-23,1993-01-02,Raymond Riley,Citadine,Fiat,XX49YY,0,RESPONSABLE,GROUPAMA
4788,1993-07-09,Hannah,Stokes,31,Cadre,2,Nantes,LeMans,297,2015-09-04,2011-05-08,Michael Wright,Citadine,Audi,XX85YY,1,NON RESPONSABLE,AXA
2090,1997-04-14,Sally,Taylor,74,Cadre,87,Strasbourg,Nice,675,1998-02-03,2013-01-18,Laura George,Berline,Fiat,XX49YY,1,RESPONSABLE,ALLIANZ
3780,2011-03-21,Jean,Russell,60,Non Cadre,12,Nantes,Marseille,948,2009-04-02,2008-01-11,Kelly Espinoza,Electrique,Kia,XX45YY,0,NON RESPONSABLE,GENERALI
2273,2010-01-22,Javier,Best,34,Non Cadre,45,Amiens,Nice,330,2002-08-19,2015-06-09,Julia Key,Berline,Audi,XX7YY,1,RESPONSABLE,GROUPAMA
923,2017-08-25,Larry,Santiago,50,Cadre,3,Lille,Clermont,411,2010-02-12,2011-09-12,Nicholas Hill,Electrique,Audi,XX70YY,1,RESPONSABLE,GENERALI
872,2015-04-11,James,Smith,3,Non Cadre,73,Amiens,LeMans,941,2002-09-01,1995-09-17,Jeffrey Rodriguez,Citadine,Dacia,XX43YY,1,RESPONSABLE,AXA
3375,1999-10-09,Becky,Reeves,84,Cadre,11,Strasbourg,LeMans,618,2000-09-13,2015-10-10,Willie Martin,Berline,Hyundai,XX87YY,1,RESPONSABLE,ALLIANZ
1983,2015-10-14,James,Hart,94,Cadre,17,Lyon,Bordeaux,473,1998-01-27,1998-11-16,Daniel Gilbert,Citadine,Hyundai,XX71YY,1,NON RESPONSABLE,ALLIANZ
2010,2013-06-01,Richard,Lang,4,Non Cadre,14,Nantes,LeMans,578,2014-02-27,2002-09-22,Cameron Curtis,Electrique,Kia,XX53YY,1,NON RESPONSABLE,GENERALI
3832,1996-09-13,Luke,Lewis,91,Non Cadre,88,Lyon,Marseille,863,2003-04-10,2012-02-04,Christopher Lee,Berline,Fiat,XX44YY,0,NON RESPONSABLE,ALLIANZ
2901,2018-03-17,Sara,Anderson,76,Non Cadre,46,Lille,Bordeaux,135,2017-04-08,2017-03-27,Marc Hicks,Berline,Tesla,XX26YY,1,RESPONSABLE,GROUPAMA
1366,2000-12-17,Tony,Adkins,66,Cadre,24,Lyon,Clermont,126,1996-09-04,2003-05-14,Victor Lyons,Citadine,Dacia,XX52YY,1,RESPONSABLE,ALLIANZ
3903,2000-06-30,Michael,Smith,80,Cadre,15,Lyon,Nice,888,2005-09-03,1997-08-31,Thomas Hernandez,Citadine,Hyundai,XX69YY,0,RESPONSABLE,GENERALI
2049,2014-02-26,Dwayne,Crawford,23,Cadre,66,Lille,LeMans,989,2002-11-17,2016-07-13,Kurt Gregory,Citadine,Audi,XX17YY,1,RESPONSABLE,AXA
4896,2010-01-16,Nathan,Hodge,61,Cadre,5,Lyon,Bordeaux,105,2021-07-18,2001-09-26,Brian Curry,Electrique,Kia,XX25YY,1,RESPONSABLE,AXA
653,2014-07-31,Daniel,Patel,58,Cadre,87,Nantes,Bordeaux,165,2015-07-03,2003-08-16,Monica Smith,Electrique,Hyundai,XX72YY,1,NON RESPONSABLE,AXA
2402,2010-08-13,Timothy,Mahoney,4,Cadre,39,Lille,Nice,648,2012-01-21,2013-01-20,Beverly Khan,Citadine,Dacia,XX93YY,1,NON RESPONSABLE,ALLIANZ
3210,2003-08-08,Christine,Ayala,84,Non Cadre,39,Lyon,LeMans,216,2004-09-04,1994-12-08,Sandra Moon,Citadine,Tesla,XX23YY,0,NON RESPONSABLE,AXA
1133,2015-03-03,Mr.,Jacob Banks,67,Non Cadre,46,Lille,LeMans,927,2003-02-22,2010-08-08,Jason Cook,Berline,Tesla,XX58YY,1,NON RESPONSABLE,AXA
4309,2020-07-21,Crystal,Rose,92,Non Cadre,18,Lyon,Bordeaux,259,2002-07-20,2008-03-12,Ronald Barnes,Berline,Dacia,XX89YY,1,RESPONSABLE,ALLIANZ
3548,2006-11-13,Michael,Duran,25,Non Cadre,43,Lyon,LeHavre,102,2000-02-05,2006-08-21,Antonio Williams,Berline,Mazda,XX69YY,1,RESPONSABLE,GROUPAMA
3809,1995-12-20,Gail,Lopez,59,Non Cadre,81,Paris,LeMans,344,1994-07-30,2011-06-08,Kelly Edwards,Berline,Dacia,XX19YY,1,NON RESPONSABLE,AXA
4396,2013-03-03,Linda,Williams,18,Cadre,19,Nantes,Clermont,467,2017-12-08,1994-07-06,James Smith,Electrique,Audi,XX28YY,1,NON RESPONSABLE,GROUPAMA
4315,2003-06-22,Patricia,Taylor,55,Non Cadre,64,Nantes,Bordeaux,258,2018-12-20,1994-07-13,Anthony Fernandez,Electrique,Kia,XX20YY,1,RESPONSABLE,ALLIANZ
2952,2016-05-27,Lisa,Smith,83,Cadre,30,Lille,Nice,344,2001-11-17,2018-06-17,Jamie Clarke,Berline,Mazda,XX81YY,0,NON RESPONSABLE,GENERALI
1790,2015-09-08,David,Atkinson,5,Non Cadre,36,Strasbourg,LeHavre,864,1998-09-18,1995-05-21,Brian Bishop,Citadine,Kia,XX57YY,0,NON RESPONSABLE,GENERALI
4923,2014-06-15,Samuel,Mckenzie,33,Cadre,30,Lille,Marseille,953,2006-11-12,2001-05-18,Holly Walsh,Citadine,Dacia,XX94YY,1,RESPONSABLE,GENERALI
3822,2014-01-11,Alexandra,Day,46,Cadre,47,Lille,Clermont,972,2021-07-31,1995-11-06,Joseph Mcgee,Citadine,Audi,XX29YY,1,NON RESPONSABLE,GENERALI
1062,2017-02-02,Wendy,Mcintosh,42,Cadre,42,Amiens,Bordeaux,505,2007-11-25,2013-08-26,Pamela Henson,Electrique,Tesla,XX94YY,1,RESPONSABLE,GROUPAMA
4631,2014-01-27,Terri,Williamson,7,Cadre,34,Lyon,Nice,784,2005-04-15,1992-02-23,Kristin Thomas,Citadine,Kia,XX13YY,0,NON RESPONSABLE,ALLIANZ
668,2014-03-07,Beth,Hale,53,Cadre,55,Lille,LeMans,182,2010-01-12,2007-07-29,Casey Chapman,Berline,Tesla,XX64YY,0,NON RESPONSABLE,GENERALI
4216,2008-02-22,Linda,Duffy,12,Non Cadre,37,Lyon,Marseille,461,2013-11-18,1992-07-09,Cynthia Campbell,Berline,Hyundai,XX11YY,0,NON RESPONSABLE,ALLIANZ
3979,1994-09-13,Deanna,Hancock,45,Non Cadre,13,Lille,Bordeaux,573,2018-02-06,2007-06-27,Brooke Wong,Citadine,Honda,XX11YY,0,RESPONSABLE,AXA
4637,2002-06-20,Anthony,Lee,70,Cadre,5,Lyon,Marseille,693,2009-08-14,2014-01-10,Courtney Gordon,Citadine,Kia,XX36YY,1,RESPONSABLE,GROUPAMA
3572,2017-09-28,Maria,Martinez MD,16,Non Cadre,67,Paris,LeHavre,793,1997-05-17,2014-09-20,James Miller,Berline,Fiat,XX44YY,0,NON RESPONSABLE,GENERALI
3381,2002-05-04,Mark,Young,96,Cadre,86,Amiens,LeMans,251,1994-02-21,2009-11-16,Justin Walker,Electrique,Hyundai,XX7YY,1,RESPONSABLE,GENERALI
3087,1998-02-23,Justin,Gentry,33,Cadre,88,Strasbourg,LeMans,40,1992-12-03,2004-04-04,Sara Sparks MD,Berline,Fiat,XX23YY,0,RESPONSABLE,GROUPAMA
1001,1994-01-08,Jason,Harvey,9,Non Cadre,89,Nantes,Bordeaux,931,2017-03-02,2013-01-31,Deanna Holloway,Electrique,Fiat,XX2YY,1,NON RESPONSABLE,GENERALI
1877,2010-12-01,Suzanne,Riley,75,Non Cadre,15,Lille,Marseille,862,2007-08-19,1997-08-20,Brian Gould,Citadine,Dacia,XX62YY,0,RESPONSABLE,AXA
3277,1992-02-17,David,Gonzalez,76,Non Cadre,46,Lille,Clermont,262,2008-12-25,2020-10-28,Amy Griffin,Citadine,Hyundai,XX17YY,1,NON RESPONSABLE,ALLIANZ
4704,1993-07-12,John,Parsons,81,Cadre,5,Nantes,LeMans,278,2006-05-06,2004-11-03,Janet Fischer,Electrique,Fiat,XX28YY,1,NON RESPONSABLE,AXA
4065,2011-12-21,Tina,King,97,Cadre,10,Lyon,Clermont,573,2000-05-11,2019-01-17,Teresa Lewis,Electrique,Honda,XX97YY,1,NON RESPONSABLE,GENERALI
4122,2004-08-23,Jake,Weaver,52,Non Cadre,88,Nantes,Marseille,83,1992-05-02,2006-08-18,David Lopez,Electrique,Kia,XX41YY,0,NON RESPONSABLE,GENERALI
255,2015-09-02,Joseph,Jackson,8,Non Cadre,45,Paris,Marseille,486,2001-12-01,2020-07-08,Shannon Morgan,Citadine,Audi,XX11YY,0,RESPONSABLE,GROUPAMA
253,2000-10-23,Kenneth,Baker,94,Non Cadre,85,Nantes,LeHavre,465,2020-08-08,2009-09-11,Michele Williams,Berline,Tesla,XX68YY,0,RESPONSABLE,AXA
4617,2011-07-05,Candace,Schneider,15,Non Cadre,3,Lille,Marseille,759,2021-06-03,2007-01-02,Alexander Phillips,Citadine,Tesla,XX27YY,0,RESPONSABLE,GENERALI
994,2002-08-20,Jason,Ward,59,Cadre,62,Lyon,Clermont,705,2015-02-13,2007-07-09,Joseph Leonard,Citadine,Dacia,XX64YY,0,NON RESPONSABLE,GENERALI
1989,1998-10-19,Melissa,Neal,9,Cadre,41,Paris,Marseille,113,2000-01-01,2008-05-03,Sandra Hunt,Berline,Tesla,XX50YY,1,NON RESPONSABLE,GENERALI
964,2013-01-10,Diana,Hernandez,47,Non Cadre,53,Lille,LeMans,150,2003-04-09,2005-12-01,Charles Washington,Electrique,Hyundai,XX27YY,1,RESPONSABLE,AXA
4161,1992-08-08,Sandra,Mendoza,89,Non Cadre,75,Amiens,Marseille,977,2007-10-08,2012-01-17,Daniel Clarke,Berline,Honda,XX16YY,1,RESPONSABLE,GROUPAMA
3316,2004-06-20,Isaiah,Kline,38,Cadre,71,Lille,Clermont,914,2013-01-15,2012-10-27,Jacob Molina,Citadine,Audi,XX84YY,1,RESPONSABLE,GENERALI
1902,2017-01-02,Angela,White,63,Non Cadre,84,Lille,Clermont,172,2002-07-03,1993-04-14,Paul Garcia,Electrique,Audi,XX16YY,1,RESPONSABLE,GENERALI
